Station;Station alias;Date established;Date closed;Declared reporting status;Calculated reporting status;Station type;WIGOS Station Identifier(s);WMO Region;Country;Latitude;Longitude;Elevation;Geopositioning method;Time zone;Supervising organization;Station URL;Other link (URL);Site description;Climate zone;Predominant surface cover;Surface roughness;Topography or bathymetry;Population in 10km/50km;Programs/Network affiliation
CAROLINA (82765-0);;;;Operational;Operational;Land (fixed);0-20000-0-82765|primary;South America;Brazil;-7.3333333333;-47.4666666667;193;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBCN:Operational, RBSN(ST):Operational
CONFINS (AERO);;;;Operational;Operational;Land (fixed);0-20000-0-83566|primary;South America;Brazil;-19.6166666667;-43.9666666667;827;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBSN(ST):Operational
CORUMBA (AERO);;;;Operational;Operational;Land (fixed);0-20000-0-83554|primary;South America;Brazil;-19;-57.6666666667;141;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational
CRUZEIRO DO SUL (AERO);;;;Operational;Operational;Land (fixed);0-20000-0-82705|primary;South America;Brazil;-7.5833333333;-72.7666666667;199;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational
CUIABA (AERO);;;;Operational;Operational;Land (fixed);0-20000-0-83362|primary;South America;Brazil;-15.65;-56.1;187;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBSN(ST):Operational
CURITIBA (AERO);;1885-01-01;;Operational;Operational;Land (fixed);0-20000-0-83840|primary;South America;Brazil;-25.5166666667;-49.1666666667;908;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBSN(ST):Operational
FERNANDO DE NORONHA;;1911-01-01;;Operational;Operational;Land (fixed);0-20000-0-82400|primary;South America;Brazil;-3.85;-32.4166666667;56;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBSN(ST):Operational
FLORIANO (82678-0);;1961-01-01;;Operational;Operational;Land (fixed);0-20000-0-82678|primary;South America;Brazil;-6.7666666667;-43.0166666667;127;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBCN:Operational, RBSN(ST):Operational
FLORIANOPOLIS (AERO);;;;Operational;Operational;Land (fixed);0-20000-0-83899|primary;South America;Brazil;-27.6666666667;-48.55;5;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBSN(S):Operational
FORTALEZA (82397-0);;1911-01-01;;Operational;Operational;Land (fixed);0-20000-0-82397|primary;South America;Brazil;-3.7666666667;-38.6;26;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GUAN;RBCN;RBSN(T) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, GUAN:Operational, RBCN:Operational, RBSN(T):Operational
FOZ DO IGUACU (AERO);;1965-01-01;;Operational;Operational;Land (fixed);0-20000-0-83827|primary;South America;Brazil;-25.5166666667;-54.5833333333;180;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBSN(ST):Operational
GALEAO;;1961-01-01;;Operational;Operational;Land (fixed);0-20000-0-83746|primary;South America;Brazil;-22.8166666667;-43.25;6;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBSN(ST):Operational
LONDRINA (AERO);;;;Operational;Operational;Land (fixed);0-20000-0-83768|primary;South America;Brazil;-23.3333333333;-51.1333333333;569;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational
MACAPA (AERO);;;;Operational;Operational;Land (fixed);0-20000-0-82099|primary;South America;Brazil;0.05;-51.0666666667;16;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational
MANAUS (AERO);;;;Operational;Operational;Land (fixed);0-20000-0-82332|primary;South America;Brazil;-3.15;-59.9833333333;84;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;GUAN;METAR;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, GUAN:Operational, RBSN(ST):Operational
MANICORE (AERO);;;;Operational;Operational;Land (fixed);0-20000-0-82532|primary;South America;Brazil;-5.8166666667;-61.2833333333;53;;;INMET;;;The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.;;;;;;GOS:Operational
MARTE (AERO);;1987-01-01;;Operational;Operational;Land (fixed);0-20000-0-83779|primary;South America;Brazil;-23.5;-46.6333333333;722;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;GUAN;METAR;RBSN(T) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, GUAN:Operational, RBSN(T):Operational
NATAL (AERO);;;;Operational;Operational;Land (fixed);0-20000-0-82599|primary;South America;Brazil;-5.9166666667;-35.25;52;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBSN(ST):Operational
PETROLINA (82983-0);;1941-01-01;;Operational;Operational;Land (fixed);0-20000-0-82983|primary;South America;Brazil;-9.3833333333;-40.4833333333;370;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBCN:Operational, RBSN(ST):Operational
PORTO ALEGRE (AERO);;;;Operational;Operational;Land (fixed);0-20000-0-83971|primary;South America;Brazil;-30;-51.1833333333;3;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBSN(ST):Operational
PORTO VELHO (AERO);;1928-01-01;;Operational;Operational;Land (fixed);0-20000-0-82824|primary;South America;Brazil;-8.7666666667;-63.9166666667;102;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBSN(ST):Operational
RECIFE (82900-0);;;;Operational;Operational;Land (fixed);0-20000-0-82900|primary;South America;Brazil;-8.05;-34.9166666667;7;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(T) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBCN:Operational, RBSN(T):Operational
RIO BRANCO (AERO);;;;Operational;Operational;Land (fixed);0-20000-0-82917|primary;South America;Brazil;-10;-67.8;142;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBSN(S):Operational
SALVADOR (83229-0);;1903-01-01;;Operational;Operational;Land (fixed);0-20000-0-83229|primary;South America;Brazil;-13.0166666667;-38.5166666667;52;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GSN;RBCN;RBSN(T) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(T):Operational
SANTA MARIA (AERO);;;;Operational;Operational;Land (fixed);0-20000-0-83937|primary;South America;Brazil;-29.7166666667;-53.7;85;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational
SANTAREM (AERO);;;;Operational;Operational;Land (fixed);0-20000-0-82244|primary;South America;Brazil;-2.4333333333;-54.7166666667;72;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational
SAO GABRIEL DA CACHOEIRA (AERO);;;;Operational;Operational;Land (fixed);0-20000-0-82107|primary;South America;Brazil;-0.1166666667;-66.9666666667;79;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational
SAO LUIZ (AERO);;;;Operational;Operational;Land (fixed);0-20000-0-82281|primary;South America;Brazil;-2.6;-44.2333333333;53;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBSN(S):Operational
TABATINGA (AERO);;;;Operational;Operational;Land (fixed);0-20000-0-82411|primary;South America;Brazil;-4.25;-69.9333333333;81;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational
TIRIOS;;1961-01-01;;Operational;Operational;Land (fixed);0-20000-0-82026|primary;South America;Brazil;2.2238888889;-55.9472222222;325;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational
TRINDADE (ILHA);;1961-01-01;;Operational;Operational;Land (fixed);0-20000-0-83650|primary;South America;Brazil;-20.5;-29.3166666667;5;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBSN(ST):Operational
UBERLANDIA (AERO);;1963-01-01;;Operational;Operational;Land (fixed);0-20000-0-83525|primary;South America;Brazil;-18.8833333333;-48.2166666667;943;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational
URUGUAIANA (AERO);;;;Operational;Operational;Land (fixed);0-20000-0-83928|primary;South America;Brazil;-29.7833333333;-57.0333333333;74;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(T) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBSN(T):Operational
VILHENA (AERO);;1967-01-01;;Operational;Operational;Land (fixed);0-20000-0-83208|primary;South America;Brazil;-12.7;-60.1;612;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBCN:Operational, RBSN(ST):Operational
VITORIA (AERO);;;;Operational;Operational;Land (fixed);0-20000-0-83649|primary;South America;Brazil;-20.2666666667;-40.2833333333;4;;;INMET;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBSN(S):Operational
ANTOFAGASTA;ANDRÉS SABELLA AEROPUERTO (EX CERRO MORENO);1946-01-01;;Operational;Operational;Land (fixed);0-20000-0-85442|primary;South America;Chile;-23.45028;-70.44111;113;;UTC-3;DMC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;GSN;GUAN;METAR;RADSAMP;RBCN;RBSN(ST);SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radioactive sampling; Solar radiation measurements.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational
ISLA DE PASCUA;MATAVERI AEROPUERTO;1937-07-01;;Operational;Operational;Land (fixed);0-20000-0-85469|primary;South America;Chile;-27.16056;-109.42722;48;;UTC-3;DMC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);CTBTO;GSN;GUAN;METAR;RADSAMP;RBCN;RBSN(ST);SPECI O/R;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radioactive sampling.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational
PUERTO MONTT;EL TEPUAL  AEROPUERTO;1963-06-01;;Operational;Operational;Land (fixed);0-20000-0-85799|primary;South America;Chile;-41.435;-73.09778;85;;UTC-4;DMC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;GAW;GSN;GUAN;METAR;NEPH;RADSAMP;RBCN;RBSN(ST);SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Nephoscope observations; Radioactive sampling; Solar radiation measurements.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational
PUNTA ARENAS;CARLOS IBAÑEZ  AEROPUERTO;1971-01-01;;Operational;Operational;Land (fixed);0-20000-0-85934|primary;South America;Chile;-53.0033;-70.845;38;;UTC-3;DMC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);CTBTO;GSN;GUAN;METAR;RADSAMP;RBCN;RBSN(ST);SNOW;SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radioactive sampling; Snow survey; Solar radiation measurements.";Warm Temperate - Fully humid - Cool summer;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational
SANTO DOMINGO (85586-0);SANTO DOMINGO AERÓDROMO;1966-08-01;;Operational;Operational;Land (fixed);0-20000-0-85586|primary;South America;Chile;-33.655;-71.61417;75;;UTC-3;DMC;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;EVAP;GUAN;METAR;RBSN(ST);SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, GUAN:Operational, RBSN(ST):Operational
BOGOTA/ELDORADO;;1959-01-01;;Operational;Operational;Land (fixed);0-20000-0-80222|primary;South America;Colombia;4.7;-74.15;2547;;;IDEAM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;GSN;GUAN;METAR;RBCN;RBSN(ST);SPECI;SUNDUR;WTR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational
LAS GAVIOTAS;;1971-01-01;;Operational;Operational;Land (fixed);0-20000-0-80241|primary;South America;Colombia;4.55;-70.9166666667;171;;;IDEAM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;METAR;SOILTEMP;SPECI;WT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational
LETICIA/VASQUEZ COBO;;1961-01-01;;Operational;Operational;Land (fixed);0-20000-0-80398|primary;South America;Colombia;-4.1666666667;-69.95;84;;;IDEAM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;METAR;RBSN(ST);SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GCW:Operational, GOS:Operational, RBSN(ST):Operational
RIOHACHA/ALMIRANTE PADILLA;;1975-01-01;;Operational;Operational;Land (fixed);0-20000-0-80035|primary;South America;Colombia;11.5333333333;-72.9333333333;4;;;IDEAM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBCN;RBSN(ST);SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;GOS:Operational, RBCN:Operational, RBSN(ST):Operational
GUAYAQUIL AEROPUERTO;;;;Operational;Operational;Land (fixed);0-20000-0-84203|primary;South America;Ecuador;-2.1580555556;-79.8838888889;6;;;INAMHI;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;M/B;RBCN;RBSN(S);SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.";;;;;;GOS:Operational, RBCN:Operational, RBSN(S):Operational
NUEVO ROCAFUERTE (84132-1);;;;Operational;Operational;Land (fixed);0-20001-0-84132|primary;South America;Ecuador;-0.9169444444;-75.4030555556;190;;;INAMHI;;;The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.;;;;;;GOS:Operational
SAN CRISTOBAL RADIOSONDA (GALAPAGOS);;1951-01-01;;Operational;Operational;Land (fixed);0-20000-0-84008|primary;South America;Ecuador;-0.9;-89.6;8;;;INAMHI;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C;CLIMAT(C);GSN;GUAN;RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational
MOUNT PLEASANT AIRPORT;;1985-01-01;;Operational;Operational;Land (fixed);0-20000-0-88889|primary;South America;Falkland Islands (Malvinas);-51.82;-58.4480555556;74;;;UKMO;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;ANTON;ANTON(T);CLIMAT(C);GSN;GUAN;RBCN;RBSN(ST);SEMI-AUT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;ANTON:Operational, ANTON(T):Operational, CLIMAT(C):Operational, GCW:Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational
CAYENNE MATOURY;;1845-01-01;;Operational;Operational;Land (fixed);0-20000-0-81405|primary;South America;France;4.8222222222;-52.3652777778;8;;;MF;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);GSN;GUAN;METAR;RAD;RBCN;RBSN(ST);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational
LAS PALMAS;;;;Operational;Operational;Land (fixed);0-20000-0-84629|primary;South America;Peru;-12.15;-77;;;;SENAMHI Peru;;;The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.;;;;;;GOS:Operational
LIMA/CALLAO;;1957-01-01;;Operational;Operational;Land (fixed);0-20000-0-84628|primary;South America;Peru;-12.0166666667;-77.1166666667;12;;;SENAMHI Peru;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;C;CLIMAT(C);GUAN;RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational, GUAN:Operational, RBCN:Operational, RBSN(ST):Operational
MORONA;;2003-01-01;;Operational;Operational;Land (fixed);0-20000-0-84378|primary;South America;Peru;-3.7333333333;-73.25;;;;SENAMHI Peru;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: 2,4,7 STATION CLOSED;CLIMAT(C) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational
PIURA GRUP7;;2003-01-01;;Operational;Operational;Land (fixed);0-20000-0-84416|primary;South America;Peru;-5.1833333333;-80.6;;;;SENAMHI Peru;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: 2,4,7 STATION CLOSED;CLIMAT(C) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational
PUERTO MALDONADO BAMAL;;;;Operational;Operational;Land (fixed);0-20000-0-84659|primary;South America;Peru;-12.6333333333;-69.2333333333;;;;SENAMHI Peru;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: 2,4,7 STATION CLOSED;CLIMAT(C) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.";;;;;;CLIMAT(C):Operational, GOS:Operational
CARUPANO, SUCRE;;1963-01-01;;Operational;Operational;Land (fixed);0-20000-0-80422|primary;South America;Venezuela, Bolivarian Republic of;10.6666666667;-63.25;10;;;INAMEH;;;The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.;;;;;;CLIMAT(C):Operational, GOS:Operational
CIUDAD BOLIVAR;;;;Operational;Operational;Land (fixed);0-20000-0-80444|primary;South America;Venezuela, Bolivarian Republic of;8.15;-63.55;43;;;INAMEH;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;RBCN;RBSN(S);SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBCN:Operational, RBSN(S):Operational
LA CANADA;;1980-01-01;;Operational;Operational;Land (fixed);0-20000-0-80476|primary;South America;Venezuela, Bolivarian Republic of;10.5166666667;-71.65;26;;;INAMEH;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: EVAP;RBSN(ST);SOILTEMP;SOLRA;SUNDUR;WT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.";;;;;;GOS:Operational, RBSN(ST):Operational
MARACAY - B.A. SUCRE;;;;Operational;Operational;Land (fixed);0-20000-0-80413|primary;South America;Venezuela, Bolivarian Republic of;10.25;-67.65;436;;;INAMEH;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;RBCN;RBSN(ST);SOILTEMP;SOLRA;SUNDUR;WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBCN:Operational, RBSN(ST):Operational
SAN ANTONIO DEL TACHIRA;;1963-01-01;;Operational;Operational;Land (fixed);0-20000-0-80447|primary;South America;Venezuela, Bolivarian Republic of;7.85;-72.45;377;;;INAMEH;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;RBCN;RBSN(ST);SOLRA;SUNDUR;WT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBCN:Operational, RBSN(ST):Operational
SAN FERNANDO DE APURE;;1966-01-01;;Operational;Operational;Land (fixed);0-20000-0-80450|primary;South America;Venezuela, Bolivarian Republic of;7.9;-67.4166666667;47;;;INAMEH;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;GSN;RBCN;RBSN(S);SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(S):Operational
SANTA ELENA DE UAIREN;;1966-01-01;;Operational;Operational;Land (fixed);0-20000-0-80462|primary;South America;Venezuela, Bolivarian Republic of;4.6;-61.1166666667;907;;;INAMEH;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;GSN;RBCN;RBSN(ST);SOILTEMP;SOLRA;SUNDUR;WT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(ST):Operational
ADELAIDE AIRPORT;;1857-01-01;;Operational;Operational;Land (fixed);0-20000-0-94672|primary;South-West Pacific;Australia;-34.9525;138.5202777778;6.1;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);EVAP;METAR;RAD;RBCN;RBSN(ST);RSD;SOILTEMP;SPECI;SUNDUR;WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Radar storm and meteorological phenomena detection.";;;;;;CLIMAT(C):Operational, GOS:Operational, RBCN:Operational, RBSN(ST):Operational, WRO:Operational
ALBANY AIRPORT;;;;Operational;Operational;Land (fixed);0-20000-0-94802|primary;South-West Pacific;Australia;-34.9413888889;117.8022222222;71;;;BoM;;;"The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);EVAP;GSN;LIT;METAR;OBS. RW ON/LES 1,3,5,6;RBCN;RBSN(ST);RSD;SOILTEMP;SPECI;SUNDUR;WR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Lightning counter; Radar storm and meteorological phenomena detection.";;;;;;CLIMAT(C):Operational, GOS:Operational, GSN:Operational, RBCN:Operational, RBSN(ST):Operational, WRO:Operational
